Id;Name;Height;Weight;Age;Position;Jersey;Salary;Birth date;Experience;College;Team
4066993;Dru Smith;"6' 2""";203 lbs;27;G;12;0;12/30/97;2;Missouri;Miami Heat
4432117;Isaiah Stevens;"6' 0""";185 lbs;24;G;4;0;11.01.2000;0;Colorado State;Miami Heat
5105623;Kel'El Ware;"7' 0""";230 lbs;20;C;7;$4,231,800;04/20/04;0;Indiana;Miami Heat
3059319;Andrew Wiggins;"6' 7""";197 lbs;30;SF;22;$26,276,786;02/23/95;10;Kansas;Miami Heat
4432809;Cole Anthony;"6' 2""";185 lbs;24;PG;50;$12,900,000;05/15/00;4;North Carolina;Orlando Magic
4432573;Paolo Banchero;"6' 10""";250 lbs;22;PF;5;$12,160,800;11.12.2002;2;Duke;Orlando Magic
4348700;Goga Bitadze;"6' 10""";250 lbs;25;C;35;$9,057,971;07/20/99;5;not specified;Orlando Magic
4712849;Anthony Black;"6' 7""";200 lbs;21;G;0;$7,607,760;01/20/04;1;Arkansas;Orlando Magic
2581018;Kentavious Caldwell-Pope;"6' 5""";204 lbs;32;SG;3;$22,757,000;02/18/93;11;Georgia;Orlando Magic
4277847;Wendell Carter Jr.;"6' 10""";270 lbs;25;C;34;$11,950,000;04/16/99;6;Duke;Orlando Magic
4702382;Tristan Da Silva;"6' 8""";217 lbs;23;F;23;$3,628,440;05/15/01;0;Colorado;Orlando Magic
2999547;Gary Harris;"6' 4""";210 lbs;30;SG;14;$6,730,769;09/14/94;10;Michigan State;Orlando Magic
4433623;Caleb Houstan;"6' 8""";205 lbs;22;G;2;$2,019,693;01.09.2003;2;Michigan;Orlando Magic
5105806;Jett Howard;"6' 6""";215 lbs;21;G;13;$5,278,320;09/14/03;1;Michigan;Orlando Magic
4065654;Jonathan Isaac;"6' 10""";230 lbs;27;PF;1;$25,000,000;10.03.1997;7;Florida State;Orlando Magic
6446;Cory Joseph;"6' 2""";200 lbs;33;PG;10;$3,303,771;08/20/91;13;Texas;Orlando Magic
4397071;Mac Mcclung;"6' 2""";185 lbs;26;G;8;0;01.06.1999;2;Texas Tech;Orlando Magic
4409222;Trevelin Queen;"6' 5""";190 lbs;28;SG;12;0;02/25/97;3;New Mexico State;Orlando Magic
4432165;Jalen Suggs;"6' 5""";205 lbs;23;SG;4;$9,188,385;06.03.2001;3;Gonzaga;Orlando Magic
4278516;Ethan Thompson;"6' 5""";195 lbs;25;G;55;not specified;05.04.1999;0;Oregon State;Orlando Magic
4566434;Franz Wagner;"6' 10""";220 lbs;23;SF;22;$7,007,092;08/27/01;3;Michigan;Orlando Magic
3150844;Moritz Wagner;"6' 11""";245 lbs;27;C;21;$11,000,000;04/26/97;6;Michigan;Orlando Magic
4397136;Saddiq Bey;"6' 7""";215 lbs;25;SF;14;$6,440,678;04.09.1999;4;Villanova;Washington Wizards
2566769;Malcolm Brogdon;"6' 4""";229 lbs;32;PG;15;$22,500,000;12.11.1992;8;Virginia;Washington Wizards
4845374;Bub Carrington;"6' 4""";190 lbs;19;G;8;$4,454,880;07/21/05;0;Pittsburgh;Washington Wizards
4432907;Justin Champagnie;"6' 6""";206 lbs;23;SF;9;0;06/29/01;3;Pittsburgh;Washington Wizards
5104155;Bilal Coulibaly;"6' 8""";195 lbs;20;SG;0;$6,945,240;07/26/04;1;not specified;Washington Wizards
5174563;Kyshawn George;"6' 8""";200 lbs;21;F;18;$2,825,520;12.12.2003;0;Miami;Washington Wizards
2581184;Anthony Gill;"6' 8""";230 lbs;32;PF;16;$2,237,691;10/17/92;4;Virginia;Washington Wizards
2993370;Richaun Holmes;"6' 9""";235 lbs;31;F;22;$12,648,321;10/15/93;9;Bowling Green;Washington Wizards
5170947;Aj Johnson;"6' 5""";160 lbs;20;G;5;$2,795,294;12.01.2004;0;not specified;Washington Wizards
4433378;Colby Jones;"6' 6""";207 lbs;22;G;1;$2,120,693;05/28/02;1;Xavier;Washington Wizards
4280151;Corey Kispert;"6' 6""";224 lbs;26;SF;24;$5,705,888;03.03.1999;3;Gonzaga;Washington Wizards
4684737;Jaylen Martin;"6' 6""";216 lbs;21;G;4;not specified;01/28/04;0;not specified;Washington Wizards
6609;Khris Middleton;"6' 7""";222 lbs;33;SF;32;$31,666,676;08.12.1991;12;Texas A&M;Washington Wizards
4278541;Jaylen Nowell;"6' 5""";208 lbs;25;G;5;not specified;07.09.1999;0;Washington;Washington Wizards
4277956;Jordan Poole;"6' 4""";194 lbs;25;SG;13;$29,651,786;06/19/99;5;Michigan;Washington Wizards
5160992;Alex Sarr;"7' 0""";205 lbs;19;PF;20;$11,245,680;04/26/05;0;not specified;Washington Wizards
2990992;Marcus Smart;"6' 3""";220 lbs;30;PG;36;$20,210,285;03.06.1994;10;Oklahoma State;Washington Wizards
4396679;Erik Stevenson;"6' 4""";205 lbs;25;G;10;not specified;04/28/99;0;West Virginia;Washington Wizards
4702233;Jt Thor;"6' 9""";203 lbs;22;F;not specified;$1,988,598;08/26/02;3;Auburn;Washington Wizards
4997537;Tristan Vukcevic;"6' 10""";220 lbs;21;PF;0;$2,424,892;03.11.2003;1;not specified;Washington Wizards
4433268;Trey Alexander;"6' 4""";185 lbs;21;G;23;0;05.02.2003;0;Creighton;Denver Nuggets
4431767;Christian Braun;"6' 6""";220 lbs;23;G;0;$3,089,640;04/17/01;2;Kansas;Denver Nuggets
4230557;Vlatko Cancar;"6' 8""";236 lbs;27;SF;31;$2,087,519;04.10.1997;5;not specified;Denver Nuggets
3064290;Aaron Gordon;"6' 8""";235 lbs;29;PF;32;$22,841,455;09/16/95;10;Arizona;Denver Nuggets
4701225;Pj Hall;"6' 10""";245 lbs;23;C;13;0;02/21/02;0;Clemson;Denver Nuggets
4433607;Daron Holmes Ii;"6' 10""";225 lbs;22;C;14;$3,065,640;08/15/02;0;Dayton;Denver Nuggets
3112335;Nikola Jokic;"6' 11""";284 lbs;30;C;15;$51,415,938;02/19/95;9;not specified;Denver Nuggets
4592427;Spencer Jones;"6' 7""";225 lbs;23;F;21;0;06/14/01;0;Stanford;Denver Nuggets
3442;Deandre Jordan;"6' 11""";265 lbs;36;C;6;$2,087,519;07/21/88;16;Texas A&M;Denver Nuggets
3936299;Jamal Murray;"6' 4""";215 lbs;28;PG;27;$36,016,200;02/23/97;7;Kentucky;Denver Nuggets
4431690;Zeke Nnaji;"6' 9""";240 lbs;24;PF;22;$8,888,889;01.09.2001;4;Arizona;Denver Nuggets
4398390;Jalen Pickett;"6' 2""";202 lbs;25;G;24;$1,891,857;10/22/99;1;Siena;Denver Nuggets
4278104;Michael Porter Jr.;"6' 10""";218 lbs;26;SF;1;$35,859,950;06/29/98;5;Missouri;Denver Nuggets
3032978;Dario Saric;"6' 10""";225 lbs;30;PF;9;$5,168,000;04.08.1994;8;not specified;Denver Nuggets
4432181;Julian Strawther;"6' 6""";205 lbs;22;G;3;$2,552,520;04/18/02;1;Gonzaga;Denver Nuggets
4395620;Hunter Tyson;"6' 8""";215 lbs;24;F;5;$1,891,857;06/13/00;1;Clemson;Denver Nuggets
4576087;Peyton Watson;"6' 7""";200 lbs;22;F;8;$2,413,560;09.11.2002;2;UCLA;Denver Nuggets
3468;Russell Westbrook;"6' 4""";200 lbs;36;PG;4;$3,303,771;11.12.1988;16;UCLA;Denver Nuggets
4278039;Nickeil Alexander-Walker;"6' 5""";205 lbs;26;SG;9;$4,312,500;09.02.1998;5;Virginia Tech;Minnesota Timberwolves
4432247;Jaylen Clark;"6' 4""";205 lbs;23;G;22;0;10/13/01;0;UCLA;Minnesota Timberwolves
3195;Mike Conley;"6' 0""";175 lbs;37;PG;10;$9,975,962;10.11.1987;17;Ohio State;Minnesota Timberwolves
3934673;Donte Divincenzo;"6' 4""";203 lbs;28;SG;0;$11,445,000;01/31/97;6;Villanova;Minnesota Timberwolves
4684275;Rob Dillingham;"6' 3""";175 lbs;20;G;4;$6,262,920;01.04.2005;0;Kentucky;Minnesota Timberwolves
4594268;Anthony Edwards;"6' 4""";225 lbs;23;SG;5;$42,176,400;08.05.2001;4;Georgia;Minnesota Timberwolves
4431816;Jesse Edwards;"7' 0""";236 lbs;24;C;14;0;03/18/00;0;West Virginia;Minnesota Timberwolves
4277951;Luka Garza;"6' 10""";243 lbs;26;C;55;$2,162,606;12/27/98;3;Iowa;Minnesota Timberwolves
3032976;Rudy Gobert;"7' 1""";258 lbs;32;C;27;$43,827,587;06/26/92;11;not specified;Minnesota Timberwolves
4592492;Bones Hyland;"6' 2""";169 lbs;24;PG;23;$4,158,439;09/14/00;3;VCU;Minnesota Timberwolves
2968436;Joe Ingles;"6' 8""";220 lbs;37;SG;7;$2,087,519;10.02.1987;10;not specified;Minnesota Timberwolves
4431671;Jaden Mcdaniels;"6' 9""";185 lbs;24;PF;3;$23,017,242;09/29/00;4;Washington;Minnesota Timberwolves
5044385;Leonard Miller;"6' 10""";220 lbs;21;F;33;$1,891,857;11/26/03;1;not specified;Minnesota Timberwolves
4687718;Josh Minott;"6' 8""";205 lbs;22;F;8;$2,019,699;11/25/02;2;Memphis;Minnesota Timberwolves
4592965;Tristen Newton;"6' 5""";190 lbs;23;G;13;0;04/26/01;0;UConn;Minnesota Timberwolves
3064514;Julius Randle;"6' 9""";250 lbs;30;PF;30;$33,073,920;11/29/94;10;Kentucky;Minnesota Timberwolves
4396971;Naz Reid;"6' 9""";264 lbs;25;C;11;$13,986,432;08/26/99;5;LSU;Minnesota Timberwolves
4432847;Terrence Shannon Jr.;"6' 6""";215 lbs;24;G;0;$2,546,640;07/30/00;0;Illinois;Minnesota Timberwolves
2991350;Alex Caruso;"6' 5""";186 lbs;31;SG;9;$9,890,000;02/28/94;7;Texas A&M;Oklahoma City Thunder
4997526;Ousmane Dieng;"6' 9""";185 lbs;21;F;13;$5,027,040;05/21/03;2;not specified;Oklahoma City Thunder
4397020;Luguentz Dort;"6' 4""";220 lbs;25;G;5;$16,500,000;04/19/99;5;Arizona State;Oklahoma City Thunder
4432971;Alex Ducas;"6' 7""";220 lbs;24;G;88;0;12.11.2000;0;Saint Mary's;Oklahoma City Thunder
4397654;Adam Flagler;"6' 3""";180 lbs;25;F;14;0;12.01.1999;1;Baylor;Oklahoma City Thunder
4278073;Shai Gilgeous-Alexander;"6' 6""";195 lbs;26;PG;2;$35,859,950;07.12.1998;6;Kentucky;Oklahoma City Thunder
4222252;Isaiah Hartenstein;"7' 0""";250 lbs;26;C;55;$30,000,000;05.05.1998;6;not specified;Oklahoma City Thunder
4433255;Chet Holmgren;"7' 1""";208 lbs;22;PF;7;$10,880,640;05.01.2002;1;Gonzaga;Oklahoma City Thunder
4395702;Isaiah Joe;"6' 3""";165 lbs;25;SG;11;$12,991,650;07.02.1999;4;Arkansas;Oklahoma City Thunder
4702159;Dillon Jones;"6' 5""";235 lbs;23;F;3;$2,622,360;10/29/01;0;Weber State;Oklahoma City Thunder
4900671;Ajay Mitchell;"6' 5""";190 lbs;22;G;25;0;06/25/02;0;UC Santa Barbara;Oklahoma City Thunder
5159925;Nikola Topic;"6' 6""";200 lbs;19;G;44;$4,935,960;08.10.2005;0;not specified;Oklahoma City Thunder
4683692;Cason Wallace;"6' 3""";195 lbs;21;G;22;$5,555,880;11.07.2003;1;Kentucky;Oklahoma City Thunder
4397183;Aaron Wiggins;"6' 5""";190 lbs;26;SG;21;$10,514,017;01.02.1999;3;Maryland;Oklahoma City Thunder
4593803;Jalen Williams;"6' 5""";211 lbs;23;F;8;$4,775,760;04/14/01;2;Santa Clara;Oklahoma City Thunder
4432823;Jaylin Williams;"6' 9""";240 lbs;22;F;6;$2,019,699;06/29/02;2;Arkansas;Oklahoma City Thunder
3133626;Kenrich Williams;"6' 6""";210 lbs;30;SF;34;$6,669,000;12.02.1994;6;TCU;Oklahoma City Thunder
4683021;Deni Avdija;"6' 9""";240 lbs;24;SF;8;$15,625,000;01.03.2001;4;not specified;Portland Trail Blazers
4278129;Deandre Ayton;"7' 0""";252 lbs;26;C;2;$34,005,126;07/23/98;6;Arizona;Portland Trail Blazers
4397885;Dalano Banton;"6' 8""";203 lbs;25;G;5;$2,196,970;11.07.1999;3;Nebraska;Portland Trail Blazers
4431736;Toumani Camara;"6' 7""";229 lbs;24;F;33;$1,891,857;05.08.2000;1;Dayton;Portland Trail Blazers
5081727;Sidy Cissoko;"6' 6""";200 lbs;20;G;91;$1,891,857;04.02.2004;1;not specified;Portland Trail Blazers
5105565;Donovan Clingan;"7' 2""";280 lbs;21;C;23;$6,586,440;02/23/04;0;UConn;Portland Trail Blazers
2991070;Jerami Grant;"6' 7""";210 lbs;30;SF;9;$29,793,104;03.12.1994;10;Syracuse;Portland Trail Blazers
4683678;Scoot Henderson;"6' 3""";206 lbs;21;G;0;$10,259,160;02.03.2004;1;not specified;Portland Trail Blazers
4576086;Bryce Mcgowens;"6' 6""";190 lbs;22;G;11;$2,019,699;11.08.2002;2;Nebraska;Portland Trail Blazers
4278111;Justin Minaya;"6' 5""";205 lbs;25;F;10;0;03/26/99;2;Providence;Portland Trail Blazers
4594326;Kris Murray;"6' 8""";216 lbs;24;F;24;$2,990,040;08/19/00;1;Iowa;Portland Trail Blazers
4066268;Duop Reath;"6' 9""";245 lbs;28;C;26;$2,048,780;06/26/96;1;LSU;Portland Trail Blazers
5099752;Rayan Rupert;"6' 6""";195 lbs;20;G;21;$1,891,857;05/31/04;1;not specified;Portland Trail Blazers
4914336;Shaedon Sharpe;"6' 5""";208 lbs;21;SG;17;$6,614,160;05/30/03;2;Kentucky;Portland Trail Blazers
4351851;Anfernee Simons;"6' 3""";200 lbs;25;SG;1;$25,892,857;06.08.1999;6;not specified;Portland Trail Blazers
3907498;Matisse Thybulle;"6' 5""";201 lbs;28;SG;4;$11,025,160;03.04.1997;5;Washington;Portland Trail Blazers
4432446;Jabari Walker;"6' 7""";237 lbs;22;F;34;$2,019,699;07/30/02;2;Colorado;Portland Trail Blazers
4066211;Robert Williams Iii;"6' 9""";249 lbs;27;C;35;$12,428,571;10/17/97;6;Texas A&M;Portland Trail Blazers
2528426;Jordan Clarkson;"6' 3""";194 lbs;32;PG;0;$14,092,577;06.07.1992;10;Missouri;Utah Jazz
4683766;Isaiah Collier;"6' 3""";210 lbs;20;G;13;$2,520,120;10.08.2004;0;USC;Utah Jazz
3908845;John Collins;"6' 9""";226 lbs;27;PF;20;$26,580,000;09/23/97;7;Wake Forest;Utah Jazz
4684793;Kyle Filipowski;"6' 11""";250 lbs;21;F;22;$3,000,000;11.07.2003;0;Duke;Utah Jazz
4433627;Keyonte George;"6' 4""";185 lbs;21;G;3;$4,084,200;11.08.2003;1;Baylor;Utah Jazz
4397449;Elijah Harkless;"6' 3""";195 lbs;25;G;16;0;02.03.2000;0;UNLV;Utah Jazz
4684806;Taylor Hendricks;"6' 9""";215 lbs;21;F;0;$5,848,680;11/22/03;1;UCF;Utah Jazz
4432817;Johnny Juzang;"6' 5""";209 lbs;23;G;33;$3,087,519;03/17/01;2;UCLA;Utah Jazz
4433136;Walker Kessler;"7' 0""";245 lbs;23;C;24;$2,965,920;07/26/01;2;Auburn;Utah Jazz
4066336;Lauri Markkanen;"7' 0""";240 lbs;27;PF;23;$42,176,400;05/22/97;7;Arizona;Utah Jazz
4431828;Kj Martin;"6' 6""";215 lbs;24;F;99;$7,975,000;01.06.2001;4;not specified;Utah Jazz
3133602;Svi Mykhailiuk;"6' 7""";205 lbs;27;SG;19;$3,500,000;06.10.1997;6;Kansas;Utah Jazz
4066399;Micah Potter;"6' 9""";248 lbs;26;C;25;0;04.06.1998;3;Wisconsin;Utah Jazz
5105839;Brice Sensabaugh;"6' 5""";235 lbs;21;F;28;$2,571,480;10/30/03;1;Ohio State;Utah Jazz
4277811;Collin Sexton;"6' 3""";190 lbs;26;PG;2;$18,350,000;01.04.1999;6;Alabama;Utah Jazz
4432164;Jaden Springer;"6' 4""";202 lbs;22;G;11;$4,018,580;09/25/02;3;Tennessee;Utah Jazz
4432827;Oscar Tshiebwe;"6' 8""";255 lbs;25;C;34;0;11/27/99;1;Kentucky;Utah Jazz
4895758;Cody Williams;"6' 7""";190 lbs;20;F;5;$5,485,080;11/20/04;0;Colorado;Utah Jazz
4896850;Taran Armstrong;"6' 6""";190 lbs;23;G;not specified;not specified;01/15/02;0;California Baptist;Golden State Warriors
6430;Jimmy Butler Iii;"6' 7""";230 lbs;35;SF;10;$48,798,677;09/14/89;13;Marquette;Golden State Warriors
4432957;Yuri Collins;"5' 11""";195 lbs;23;G;99;not specified;03.07.2001;0;Saint Louis;Golden State Warriors
3975;Stephen Curry;"6' 2""";185 lbs;36;PG;30;$55,761,216;03/14/88;15;Davidson;Golden State Warriors
6589;Draymond Green;"6' 6""";230 lbs;35;PF;23;$24,107,143;03.04.1990;12;Michigan State;Golden State Warriors
2990984;Buddy Hield;"6' 4""";220 lbs;32;SG;7;$8,780,488;12/17/92;8;Oklahoma;Golden State Warriors
4431684;Trayce Jackson-Davis;"6' 9""";245 lbs;25;F;32;$1,891,857;02/22/00;1;Indiana;Golden State Warriors
4278075;Kevin Knox Ii;"6' 7""";215 lbs;25;F;31;not specified;08.11.1999;0;Kentucky;Golden State Warriors
4433247;Jonathan Kuminga;"6' 7""";225 lbs;22;PF;0;$7,636,154;10.06.2002;3;not specified;Golden State Warriors
3155535;Kevon Looney;"6' 9""";222 lbs;29;F;5;$8,000,000;02.06.1996;9;UCLA;Golden State Warriors
4432171;Moses Moody;"6' 5""";211 lbs;22;SG;4;$5,803,269;05/31/02;3;Arkansas;Golden State Warriors
3134903;Gary Payton Ii;"6' 2""";195 lbs;32;SG;0;$9,130,000;12.01.1992;8;Oregon State;Golden State Warriors
4709138;Brandin Podziemski;"6' 4""";205 lbs;22;G;2;$3,519,960;02/25/03;1;Santa Clara;Golden State Warriors
4593016;Quinten Post;"7' 0""";238 lbs;24;C;21;not specified;03/21/00;0;Boston College;Golden State Warriors
4997536;Gui Santos;"6' 6""";185 lbs;22;F;15;$1,891,857;06/22/02;1;not specified;Golden State Warriors
4592714;Pat Spencer;"6' 3""";205 lbs;28;G;61;0;07.04.1996;1;Northwestern;Golden State Warriors
3416;Nicolas Batum;"6' 8""";230 lbs;36;PF;33;$4,668,000;12/14/88;16;not specified;La Clippers
3037789;Bogdan Bogdanovic;"6' 5""";225 lbs;32;SG;10;$17,260,000;08/18/92;7;not specified;La Clippers
4431752;Kobe Brown;"6' 7""";250 lbs;25;G;21;$2,533,920;01.01.2000;1;Missouri;La Clippers
4845363;Cam Christie;"6' 6""";190 lbs;19;G;12;$1,157,153;07/24/05;0;Minnesota;La Clippers
4066387;Amir Coffey;"6' 7""";210 lbs;27;SG;7;$3,938,271;06/17/97;5;Minnesota;La Clippers
2991139;Kris Dunn;"6' 3""";205 lbs;30;G;8;$5,168,000;03/18/94;8;Providence;La Clippers
3914285;Drew Eubanks;"6' 10""";245 lbs;28;PF;15;$5,000,000;02.01.1997;6;Oregon State;La Clippers
5165257;Trentyn Flowers;"6' 9""";185 lbs;19;G;9;0;03.08.2005;0;not specified;La Clippers
3992;James Harden;"6' 5""";220 lbs;35;SG;1;$33,653,846;08/26/89;15;Arizona State;La Clippers
3936099;Derrick Jones Jr.;"6' 6""";210 lbs;28;SF;55;$9,523,810;02/15/97;8;UNLV;La Clippers
6450;Kawhi Leonard;"6' 7""";225 lbs;33;SF;2;$49,350,000;06/29/91;12;San Diego State;La Clippers
4396818;Jordan Miller;"6' 5""";194 lbs;25;G;11;0;01/23/00;1;Miami;La Clippers
4004;Patty Mills;"6' 2""";180 lbs;36;PG;88;$2,087,519;08.11.1988;15;Saint Mary's;La Clippers
2595516;Norman Powell;"6' 4""";215 lbs;31;G;24;$19,241,379;05/25/93;9;UCLA;La Clippers
3907387;Ben Simmons;"6' 10""";240 lbs;28;PG;25;$40,338,144;07/20/96;6;LSU;La Clippers
4017837;Ivica Zubac;"7' 0""";240 lbs;27;C;40;$11,743,210;03/18/97;8;not specified;La Clippers
3945274;Luka Doncic;"6' 6""";230 lbs;26;PG;77;$43,031,940;02/28/99;6;not specified;Los Angeles Lakers
2578185;Dorian Finney-Smith;"6' 7""";220 lbs;31;PF;17;$14,924,168;05.04.1993;8;Florida;Los Angeles Lakers
4278402;Jordan Goodwin;"6' 4""";200 lbs;26;G;30;not specified;10/23/98;3;Saint Louis;Los Angeles Lakers
4066648;Rui Hachimura;"6' 8""";230 lbs;27;PF;28;$17,000,000;02.08.1998;5;Gonzaga;Los Angeles Lakers
4397077;Jaxson Hayes;"7' 0""";220 lbs;24;C;11;$2,463,946;05/23/00;5;Texas;Los Angeles Lakers
4683774;Bronny James;"6' 2""";210 lbs;20;G;9;$1,157,153;10.06.2004;0;USC;Los Angeles Lakers
1966;Lebron James;"6' 9""";250 lbs;40;SF;23;$48,728,845;12/30/84;21;not specified;Los Angeles Lakers
4395623;Trey Jemison Iii;"6' 10""";260 lbs;25;C;55;0;11/28/99;1;UAB;Los Angeles Lakers
2960236;Maxi Kleber;"6' 10""";240 lbs;33;PF;14;$11,000,000;01/29/92;7;not specified;Los Angeles Lakers
4897943;Dalton Knecht;"6' 6""";215 lbs;23;G;4;$3,819,120;04/19/01;0;Tennessee;Los Angeles Lakers
4431778;Christian Koloko;"7' 0""";220 lbs;24;C;10;0;06/20/00;2;Arizona;Los Angeles Lakers
2596107;Alex Len;"7' 0""";250 lbs;31;C;27;$2,087,519;06/16/93;11;Maryland;Los Angeles Lakers
3915195;Shake Milton;"6' 5""";205 lbs;28;SG;20;$2,875,000;09/26/96;6;SMU;Los Angeles Lakers
6461;Markieff Morris;"6' 9""";245 lbs;35;PF;88;$2,087,519;09.02.1989;13;Kansas;Los Angeles Lakers
4066457;Austin Reaves;"6' 5""";197 lbs;26;SG;15;$12,976,362;05/29/98;3;Oklahoma;Los Angeles Lakers
4395627;Cam Reddish;"6' 7""";217 lbs;25;SF;5;$2,463,946;09.01.1999;5;Duke;Los Angeles Lakers
4278077;Jarred Vanderbilt;"6' 8""";214 lbs;25;PF;2;$10,714,286;04.03.1999;6;Kentucky;Los Angeles Lakers
3137259;Gabe Vincent;"6' 2""";200 lbs;28;PG;7;$11,000,000;06/14/96;5;UC Santa Barbara;Los Angeles Lakers
3135045;Grayson Allen;"6' 4""";198 lbs;29;SG;8;$15,625,000;10.08.1995;6;Duke;Phoenix Suns
6580;Bradley Beal;"6' 4""";207 lbs;31;SG;3;$50,203,930;06/28/93;12;Florida;Phoenix Suns
4397102;Bol Bol;"7' 3""";220 lbs;25;C;11;$2,087,519;11/16/99;5;Oregon;Phoenix Suns
3136193;Devin Booker;"6' 6""";206 lbs;28;SG;1;$49,205,800;10/30/96;9;Kentucky;Phoenix Suns
4432946;Jalen Bridges;"6' 8""";225 lbs;23;F;15;0;05/14/01;0;Baylor;Phoenix Suns
4888725;Ryan Dunn;"6' 8""";216 lbs;22;F;0;$2,538,240;01.07.2003;0;Virginia;Phoenix Suns
3202;Kevin Durant;"6' 11""";240 lbs;36;PF;35;$51,179,021;09/29/88;17;Texas;Phoenix Suns
4278585;Collin Gillespie;"6' 1""";195 lbs;25;G;12;0;06/25/99;2;Villanova;Phoenix Suns
4601023;Oso Ighodaro;"7' 0""";235 lbs;22;C;4;$1,157,153;07/14/02;0;Marquette;Phoenix Suns
3135046;Tyus Jones;"6' 1""";196 lbs;28;PG;21;$2,087,519;05.10.1996;9;Duke;Phoenix Suns
2595209;Damion Lee;"6' 6""";210 lbs;32;SG;10;$2,087,519;10/21/92;7;Louisville;Phoenix Suns
3138161;Cody Martin;"6' 6""";205 lbs;29;SF;17;$8,120,000;09/28/95;5;Nevada;Phoenix Suns
3102532;Vasilije Micic;"6' 3""";188 lbs;31;G;18;$7,723,000;01/13/94;1;not specified;Phoenix Suns
3059310;Monte Morris;"6' 2""";183 lbs;29;PG;23;$2,087,519;06/27/95;7;Iowa State;Phoenix Suns
2583632;Royce O'Neale;"6' 6""";226 lbs;31;PF;0;$9,821,429;06.05.1993;7;Baylor;Phoenix Suns
2488653;Mason Plumlee;"6' 10""";254 lbs;34;C;22;$2,087,519;03.05.1990;11;Duke;Phoenix Suns
4278076;Nick Richards;"7' 0""";245 lbs;27;C;2;$5,000,000;11/29/97;4;Kentucky;Phoenix Suns
4683749;Tyty Washington Jr.;"6' 3""";195 lbs;23;G;14;0;11/15/01;2;Kentucky;Phoenix Suns
4433188;Devin Carter;"6' 2""";195 lbs;22;G;22;$4,702,800;03/18/02;0;Providence;Sacramento Kings
4592857;Isaiah Crawford;"6' 6""";220 lbs;24;F;24;0;11.01.2000;0;Louisiana Tech;Sacramento Kings
6581;Jae Crowder;"6' 6""";235 lbs;34;PF;99;$1,655,619;07.06.1990;11;Marquette;Sacramento Kings
3978;Demar Derozan;"6' 6""";220 lbs;35;SF;10;$23,400,000;08.07.1989;15;USC;Sacramento Kings
4702177;Keon Ellis;"6' 4""";175 lbs;25;G;23;$2,120,693;01.08.2000;2;Alabama;Sacramento Kings
4066636;Markelle Fultz;"6' 4""";209 lbs;26;PG;20;not specified;05/29/98;7;Washington;Sacramento Kings
5107818;Isaac Jones;"6' 9""";245 lbs;24;C;3;0;04.11.2000;0;Washington State;Sacramento Kings
4395704;Mason Jones;"6' 4""";200 lbs;26;G;15;0;07/21/98;3;Arkansas;Sacramento Kings
4592691;Jake Laravia;"6' 7""";235 lbs;23;F;33;$3,352,680;11.03.2001;2;Wake Forest;Sacramento Kings
3064440;Zach Lavine;"6' 5""";200 lbs;29;SG;8;$44,531,940;03.10.1995;10;UCLA;Sacramento Kings
3936296;Skal Labissiere;"6' 10""";235 lbs;28;C;8;not specified;03/18/96;4;Kentucky;Sacramento Kings
3136196;Trey Lyles;"6' 9""";234 lbs;29;PF;41;$8,000,000;11.05.1995;9;Kentucky;Sacramento Kings
2528588;Doug Mcdermott;"6' 6""";225 lbs;33;SF;7;$2,087,519;01.03.1992;10;Creighton;Sacramento Kings
4066262;Malik Monk;"6' 3""";200 lbs;27;SG;0;$17,405,202;02.04.1998;7;Kentucky;Sacramento Kings
4594327;Keegan Murray;"6' 8""";225 lbs;24;SF;13;$8,809,560;08/19/00;2;Iowa;Sacramento Kings
3155942;Domantas Sabonis;"6' 10""";240 lbs;28;PF;11;$40,500,000;05.03.1996;8;Gonzaga;Sacramento Kings
6477;Jonas Valanciunas;"6' 11""";265 lbs;32;C;17;$9,900,000;05.06.1992;12;not specified;Sacramento Kings
4432582;Max Christie;"6' 5""";190 lbs;22;G;0;$7,142,857;02.10.2003;2;Michigan State;Dallas Mavericks
6583;Anthony Davis;"6' 10""";253 lbs;31;PF;3;$43,219,440;03.11.1993;12;Kentucky;Dallas Mavericks
2580782;Spencer Dinwiddie;"6' 5""";215 lbs;31;PG;26;$2,087,519;04.06.1993;10;Colorado;Dallas Mavericks
4397693;Kessler Edwards;"6' 7""";203 lbs;24;SF;20;0;08.09.2000;3;Pepperdine;Dallas Mavericks
3102528;Dante Exum;"6' 5""";214 lbs;29;G;0;$3,150,000;07/13/95;7;not specified;Dallas Mavericks
4278049;Daniel Gafford;"6' 10""";265 lbs;26;C;21;$13,394,160;10.01.1998;5;Arkansas;Dallas Mavericks
4868423;Jaden Hardy;"6' 3""";198 lbs;22;G;1;$2,019,699;07.05.2002;2;not specified;Dallas Mavericks
6442;Kyrie Irving;"6' 2""";195 lbs;32;PG;11;$41,000,000;03/23/92;13;Duke;Dallas Mavericks
4431699;Kai Jones;"6' 11""";221 lbs;24;PF;not specified;$2,196,970;01/19/01;3;Texas;Dallas Mavericks
4683688;Dereck Lively Ii;"7' 1""";230 lbs;21;C;2;$5,014,560;02.12.2004;1;Duke;Dallas Mavericks
4278594;Naji Marshall;"6' 6""";220 lbs;27;SF;13;$8,571,429;01/24/98;4;Xavier;Dallas Mavericks
